Fighter,Wins,Losses,KOs,KO_Losses,First_KO_Loss_Date,Post_KO_Win_%
Panthep Mullipoom,3,1,1,1,2012-12-31,0.0
Suriyan Satorn,2,1,1,1,2012-10-06,0.0
Veerawut Yuthimitr,0,1,0,1,2011-12-31,0.0
Henry Weber,0,1,0,0,,
Guillermo Rigondeaux,10,2,3,0,,
Ammeth Diaz,0,1,0,0,,
Juan Carlos Sanchez Jr,4,0,1,0,,
Dereck Chisora,0,1,0,0,,
Tommy Karpency,0,2,0,1,2015-09-11,0.0
Eloy Perez,0,1,0,1,2012-02-25,0.0
Adama Osumanu,0,2,0,1,2014-02-01,0.0
Yota Sato,3,1,0,1,2013-05-03,0.0
Noldi Manakane,0,1,0,0,,
Richar Abril,2,1,0,0,,
Jose Cabrera,0,1,0,0,,
Nobuhiro Ishida,0,2,0,1,2013-03-30,0.0
Jonathan Taconing,0,3,0,1,2019-07-12,0.0
Makoto Fuchigami,0,1,0,1,2012-05-12,0.0
Zaurbek Baysangurov,2,0,0,0,,
Michel Soro,0,1,0,0,,
Leo Santa Cruz,16,2,5,1,2020-10-31,0.0
Felipe Salguero,0,2,0,1,2013-10-26,0.0
Julio Cesar Felix,0,1,0,1,2012-06-02,0.0
Teon Kennedy,0,1,0,1,2012-06-09,0.0
Mike Jones,0,1,0,1,2012-06-09,0.0
Andy Lee,1,2,1,1,2012-06-16,33.33333333333333
Silvester Lopez,0,1,0,0,,
Toshiyuki Igarashi,2,2,0,1,2017-12-31,0.0
Vicente Escobedo,0,1,0,1,2012-07-21,0.0
Pedro Guevara,3,3,2,0,,
Ricardo Nunez,0,3,0,2,2012-09-01,0.0
Grzegorz Proksa,0,1,0,1,2012-09-01,0.0
Manuel Charr,1,1,0,1,2012-09-08,50.0
John Molina Jr,0,2,0,2,2012-09-08,0.0
Roberto Marroquin,0,1,0,0,,
Miguel Beltran,0,1,0,0,,
Josesito Lopez,0,2,0,1,2012-09-15,0.0
Kevin Mitchell,0,2,0,2,2012-09-22,0.0
Panya Uthok,3,3,2,2,2014-07-12,50.0
AJ Banal,0,1,0,1,2012-10-20,0.0
Peter Quillin,4,1,2,1,2015-12-05,0.0
Hassan N'Dam N'Jikam,1,4,0,1,2019-06-01,0.0
Johnny Garcia,0,1,0,1,2012-10-20,0.0
Marvin Quintero,0,1,0,0,,
Nestor Daniel Narvaes,0,1,0,0,,
Suriya Tatakhun,0,2,0,0,,
Mariusz Wach,0,1,0,0,,
Shawn Hawk,0,1,0,1,2012-11-10,0.0
Juan Francisco Estrada,12,2,5,0,,
Javier Martinez Resendiz,0,1,0,0,,
Khabib Allakhverdiev,2,2,1,1,2015-10-03,0.0
Hugo Ruiz,1,3,1,1,2019-02-09,0.0
Nicholas Walters,5,1,4,0,,
Daulis Prescott,0,1,0,1,2012-12-08,0.0
Mercito Gesta,0,2,0,0,,
Alberto Guevara,0,2,0,1,2013-11-10,0.0
David Quijano,0,1,0,0,,
Mehdi Bouadla,0,1,0,1,2012-12-15,0.0
Santander Silgado,0,1,0,1,2012-12-17,0.0
Jose Alfredo Rodriguez,0,2,0,1,2012-12-31,0.0
Ryo Miyazaki,3,1,1,0,,
Bryan Vasquez,0,2,0,1,2012-12-31,0.0
Ryo Akaho,0,2,0,1,2015-08-07,0.0
Dirceu Cabarca,0,1,0,0,,
Mikey Garcia,7,1,3,0,,
Gabriel Rosado,0,2,0,2,2013-01-19,0.0
Jhonatan Romero,1,1,0,1,2013-08-17,0.0
Alejandro Lopez,0,1,0,0,,
Ishe Smith,1,2,0,0,,
Masayuki Kuroda,0,2,0,0,,
Evgeny Gradovich,4,1,1,0,,
Paulus Ambunda,1,1,0,0,,
Sharif Bogere,0,1,0,0,,
Luis Alberto Rios,0,1,0,0,,
Ruslan Provodnikov,1,2,0,0,,
Diego Magdaleno,0,2,0,1,2015-10-10,0.0
Boonsom Yamsiri,0,1,0,0,,
Robin Krasniqi,0,2,0,0,,
Victor Terrazas,1,1,0,1,2013-08-24,0.0
Martin Murray,0,4,0,1,2015-02-21,0.0
Fernando Guerrero,0,1,0,1,2013-04-27,0.0
Srisaket Sor Rungvisai,6,3,2,0,,
Francesco Pianeta,0,2,0,2,2013-05-04,0.0
Jaider Parra,0,1,0,1,2013-05-06,0.0
Liborio Solis,2,4,0,0,,
Phissanu Chimsunthom,0,1,0,1,2013-05-08,0.0
Carlos Velarde,0,2,0,1,2013-05-08,0.0
Jamie McDonnell,7,1,3,1,2018-05-25,0.0
Julio Ceja,0,2,0,1,2016-02-27,0.0
Yader Cardoza,0,1,0,0,,
Jose A Gonzalez,0,1,0,0,,
Andrzej Wawrzyk,0,1,0,1,2013-05-17,0.0
Felipe Orucuta,0,2,0,0,,
Adonis Stevenson,9,1,6,1,2018-12-01,0.0
Roberto Domingo Sosa,0,2,0,0,,
Rakhim Chakhkiev,0,1,0,1,2013-06-21,0.0
Ulises Lara,0,1,0,1,2013-06-22,0.0
Marco Antonio Periban,0,1,0,0,,
Denver Cuello,0,1,0,0,,
Merlito Sabillo,1,1,1,1,2014-03-22,0.0
Jorle Estrada,0,1,0,1,2013-07-13,0.0
Yuzo Kiyota,0,1,0,1,2013-07-13,0.0
John Mark Apolinario,0,1,0,0,,
Milan Melindo,2,4,1,1,2018-10-07,0.0
Tomoki Kameda,4,3,1,0,,
Jose Nieves,0,1,0,1,2013-08-12,0.0
Oscar Blanquet,0,1,0,0,,
Sergey Kovalev,13,4,9,3,2017-06-17,57.14285714285714
Kiko Martinez,4,5,3,3,2015-07-18,20.0
Sergio Thompson,0,1,0,0,,
Atsushi Kakutani,0,1,0,1,2013-08-31,0.0
Jesus Silvestre,0,2,0,0,,
Lucas Martin Matthysse,1,3,1,2,2015-10-03,33.33333333333333
Carlos Molina,1,1,0,0,,
Orlando Cruz,0,2,0,2,2013-10-12,0.0
Mike Alvarado,0,1,0,0,,
Isaac Ekpo,0,3,0,1,2018-03-24,0.0
Karo Murat,0,1,0,0,,
Curtis Stevens,0,1,0,0,,
Alberto Garza,0,1,0,1,2013-11-09,0.0
Demetrius Andrade,9,0,3,0,,
Vanes Martirosyan,0,3,0,1,2018-05-05,0.0
Hirofumi Mukai,0,1,0,0,,
Edwin Rodriguez,0,1,0,0,,
Jung Oh Son,0,1,0,0,,
Alexander Alekseev,0,1,0,1,2013-11-23,0.0
Scott Quigg,5,2,4,0,,
Diego Oscar Silva,0,1,0,1,2013-11-23,0.0
George Groves,3,4,2,3,2013-11-23,42.857142857142854
Ismayl Sillah,0,1,0,1,2013-11-30,0.0
Lookrak Kiatmungmee,0,1,0,1,2013-11-30,0.0
Immanuel Naidjala,0,1,0,0,,
Vergilio Silvano,0,1,0,0,,
Shawn Porter,4,4,1,0,,
Marcus Oliveira,0,1,0,0,,
Tamas Kovacs,0,1,0,1,2013-12-14,0.0
Stuart Hall,1,3,0,0,,
David Carmona,0,3,0,1,2013-12-21,0.0
Felix Alvarado,3,3,2,0,,
Daiki Kaneko,0,1,0,0,,
Dante Jardon,0,1,0,1,2013-12-31,0.0
Amnat Ruenroeng,6,1,0,1,2016-05-25,0.0
Rocky Fuentes,0,2,0,1,2014-11-22,0.0
Dierry Jean,0,2,0,1,2015-10-24,0.0
Oswaldo Novoa,2,1,1,0,,
Janiel Rivera,0,1,0,1,2014-02-08,0.0
Denis Shafikov,0,3,0,0,,
Vasyl Lomachenko,13,3,5,0,,
Terence Crawford,17,0,12,0,,
Hekkie Budler,6,3,2,1,2018-12-31,0.0
Karluis Diaz,0,1,0,1,2014-03-01,0.0
Mauricio Herrera,0,1,0,0,,
Manuel Vides,0,1,0,1,2014-03-21,0.0
Javier Nicolas Chacon,0,2,0,1,2014-11-22,0.0
Francisco Rodriguez Jr,2,2,1,0,,
Cedric Agnew,0,1,0,1,2014-03-29,0.0
Odilon Zaleta,0,1,0,1,2014-04-06,0.0
Naoya Inoue,19,0,14,0,,
Jessie Vargas,4,1,1,0,,
Tshifhiwa Munyai,0,1,0,1,2014-04-19,0.0
Stephane Jamoye,0,2,0,2,2014-04-23,0.0
Alex Leapai,0,1,0,1,2014-04-26,0.0
Omar Figueroa Jr,2,0,1,0,,
Jerry Belmontes,0,1,0,0,,
Mauricio Fuentes,0,1,0,1,2014-05-03,0.0
Nikola Sjekloca,0,1,0,0,,
Shin Ono,0,2,0,0,,
Bermane Stiverne,1,3,1,2,2017-11-04,0.0
Antonio Tostado Garcia,0,1,0,1,2014-05-17,0.0
Clive Atwell,0,1,0,0,,
Andrzej Fonfara,0,2,0,1,2017-06-03,0.0
Tabtimdaeng Na Rachawat,0,1,0,1,2014-05-31,0.0
Alexander Miskirtchian,0,1,0,0,,
Carlos Cuadras,6,3,2,1,2020-10-23,0.0
Paul Butler,1,3,0,2,2015-03-06,0.0
Roberto Feliciano Bolonti,0,1,0,0,,
Chris Algieri,1,1,0,0,,
Brian Rose,0,1,0,1,2014-06-14,0.0
Gary Russell Jr,6,2,4,0,,
Alcides Martinez,0,1,0,0,,
Rances Barthelemy,4,1,0,0,,
Teiru Kinoshita,0,2,0,1,2017-07-02,0.0
Blake Caparello,0,1,0,1,2014-08-02,0.0
Anton Novikov,0,1,0,0,,
Jarrod Fletcher,0,1,0,1,2014-08-09,0.0
Edgar Santana,0,1,0,1,2014-08-09,0.0
Daniel Estrada,0,1,0,1,2014-08-16,0.0
Anthony Dirrell,2,2,0,1,2019-09-28,0.0
Kell Brook,4,3,2,3,2016-09-10,0.0
Mirko Larghetti,0,1,0,0,,
Wittawas Basapean,0,2,0,2,2014-09-05,0.0
Carl Frampton,5,3,1,1,2021-04-03,0.0
McWilliams Arroyo,0,2,0,0,,
Mickey Bey,1,1,0,0,,
Manuel Roman,0,1,0,1,2014-09-13,0.0
Javier Mendoza,2,1,0,0,,
Edis Tatli,0,1,0,0,,
Juan Carlos Payano,2,2,0,1,2018-10-07,0.0
Pawel Kolodziej,0,1,0,1,2014-09-27,0.0
Grigory Drozd,2,0,1,0,,
Paul Smith,0,3,0,0,,
Randy Caballero,1,0,0,0,,
Wanheng Menayothin,13,3,4,0,,
Marvin Mabait,0,1,0,1,2014-11-13,0.0
Kubrat Pulev,0,2,0,2,2014-11-15,0.0
Hidenori Otake,0,2,0,1,2018-08-25,0.0
Edgar Puerta,0,1,0,1,2014-11-22,0.0
Raymundo Beltran,1,3,0,1,2019-06-28,0.0
Pawel Glazewski,0,1,0,1,2014-12-06,0.0
Erislandy Lara,10,1,4,0,,
Matvey Korobov,0,1,0,1,2014-12-13,0.0
Sirichai Thaiyen,0,2,0,2,2014-12-19,0.0
Francisco Javier Prieto,0,1,0,1,2014-12-30,0.0
Ryoichi Taguchi,7,2,2,0,,
Go Odaira,0,3,0,3,2014-12-31,0.0
Hisashi Amagasa,0,1,0,0,,
Israel Hector Enrique Perez,0,1,0,0,,
Deontay Wilder,10,2,8,2,2020-02-22,0.0
Jeffrey Galero,0,1,0,0,,
Chris Avalos,0,2,0,2,2015-02-28,0.0
Shiming Zou,1,2,0,1,2017-07-28,0.0
Keith Thurman,5,1,0,0,,
Gilberto Parra,0,1,0,0,,
Ionut Dan Ion,0,1,0,0,,
Youri Kayembre Kalenga,0,1,0,0,,
Richard Claveras,0,1,0,1,2015-04-11,0.0
Diego Ricardo Santillan,0,1,0,1,2015-04-16,0.0
Thomas Dulorme,0,1,0,1,2015-04-18,0.0
Teeraphong Utaida,0,1,0,0,,
Caleb Truax,1,3,0,1,2015-04-24,25.0
Badou Jack,5,1,1,0,,
Bryant Jennings,0,1,0,0,,
Gamalier Rodriguez,0,1,0,1,2015-05-02,0.0
Thanakorn Pawachart,0,1,0,1,2015-05-06,0.0
Fedor Chudinov,2,2,0,1,2017-05-27,0.0
Willie Monroe Jr,0,2,0,1,2015-05-16,0.0
Lukasz Janik,0,1,0,1,2015-05-22,0.0
James DeGale,4,1,0,0,,
Javier Fortuna,2,2,1,1,2016-06-24,0.0
Lee Selby,5,1,0,0,,
Kosei Tanaka,9,1,5,1,2020-12-31,0.0
Julian Yedras,0,1,0,0,,
Frankie Gavin,0,1,0,1,2015-05-30,0.0
Jerry Tomogdan,0,1,0,1,2015-06-02,0.0
Jesus Cuellar,2,2,1,1,2018-04-21,0.0
Miguel Marriaga,0,3,0,0,,
Eric Molina,0,2,0,2,2015-06-13,0.0
Jose Pedraza,4,2,0,1,2017-01-14,33.33333333333333
Andrey Klimov,0,1,0,0,,
David Lemieux,1,2,0,1,2015-10-17,0.0
Ganigan Lopez,2,4,0,2,2018-05-25,0.0
Terry Flanagan,6,1,2,0,,
Jose Zepeda,0,3,0,1,2022-11-26,0.0
McJoe Arroyo,1,1,0,0,,
Arthur Villanueva,0,2,0,0,,
Cesar Cuenca,1,2,0,2,2015-11-04,0.0
Ik Yang,0,1,0,0,,
Nadjib Mohammedi,0,1,0,1,2015-07-25,0.0
Rau'shee Warren,1,3,0,0,,
Krzysztof Glowacki,2,3,1,2,2019-06-15,0.0
Dixon Flores,0,1,0,1,2015-08-15,0.0
Konni Konrad,0,1,0,0,,
Jermall Charlo,8,0,4,0,,
Simpiwe Konkco,0,2,0,0,,
Johann Duhaupas,0,1,0,1,2015-09-26,0.0
Frank Buglioni,0,1,0,0,,
Ryuji Hara,0,1,0,1,2015-09-27,0.0
Carlos Ivan Velasquez,0,1,0,1,2015-09-29,0.0
Viktor Postol,1,2,1,0,,
Ivan Cano,0,1,0,1,2015-10-10,0.0
Liam Smith,3,2,3,1,2016-09-17,0.0
John Thompson,0,1,0,1,2015-10-10,0.0
Juan Alejo,0,2,0,1,2017-12-02,0.0
Lateef Kayode,0,1,0,1,2015-11-04,0.0
Eduard Troyanovsky,3,2,3,1,2016-12-03,0.0
Romulo Koasicha,0,1,0,1,2015-11-07,0.0
Anthony Crolla,2,3,2,1,2019-04-12,0.0
Darleys Perez,0,1,0,1,2015-11-21,0.0
Drian Francisco,0,1,0,0,,
Francisco Vargas,1,2,1,1,2017-01-28,0.0
Young Gil Bae,0,1,0,1,2015-11-24,0.0
Tyson Fury,5,0,2,0,,
Yu Kimura,1,1,0,0,,
Koki Eto,0,1,0,0,,
Wilky Campfort,0,1,0,1,2015-11-28,0.0
Jonathan Oquendo,0,2,0,0,,
Myung Ho Lee,0,1,0,0,,
Cesar Juarez,0,1,0,0,,
Billy Joe Saunders,7,1,1,0,,
Jimmy Kilrain Kelly,0,1,0,1,2015-12-19,0.0
Warlito Parrenas,0,1,0,1,2015-12-29,0.0
Luis de la Rosa,0,1,0,0,,
Jose Argumedo,4,1,2,0,,
Victorio Saludar,3,3,0,1,2015-12-31,50.0
Oliver Flores,0,1,0,1,2015-12-31,0.0
Giovanni De Carolis,1,1,1,1,2016-11-05,0.0
Vincent Feigenbutz,0,2,0,2,2016-01-09,0.0
Charles Martin,1,1,1,1,2016-04-09,0.0
Vyacheslav Glazkov,0,1,0,1,2016-01-16,0.0
Artur Szpilka,0,1,0,1,2016-01-16,0.0
Jetro Pabustan,0,1,0,0,,
Henry Lundy,0,1,0,1,2016-02-27,0.0
Lucas Browne,1,0,1,0,,
Sadam Ali,1,2,0,2,2016-03-05,33.33333333333333
Derry Mathews,0,1,0,0,,
Byron Rojas,1,2,0,0,,
Kevin Bizier,0,1,0,1,2016-03-26,0.0
Ashley Theophane,0,1,0,1,2016-04-01,0.0
Fernando Vargas Parra,0,1,0,1,2016-04-09,0.0
Eric Hunter,0,1,0,0,,
Anthony Joshua,9,3,7,1,2019-06-01,40.0
Gilberto Ramirez,6,1,1,0,,
Patrick Hyland,0,1,0,1,2016-04-16,0.0
Stephen Smith,0,2,0,0,,
Dominic Wade,0,1,0,1,2016-04-23,0.0
Jezzrel Corrales,3,1,1,1,2017-10-21,0.0
Tanawat Phonnaku,0,1,0,0,,
Rogelio Medina,0,1,0,0,,
Ismael Barroso,0,2,0,1,2016-05-07,0.0
Martin Tecuapetla,0,1,0,0,,
Lee Haskins,2,1,0,0,,
Ivan Morales,0,1,0,0,,
Junior Anthony Wright,0,1,0,1,2016-05-21,0.0
Jermell Charlo,7,1,6,0,,
John Jackson,0,1,0,1,2016-05-21,0.0
Michele Di Rocco,0,1,0,1,2016-05-28,0.0
Ilunga Makabu,3,2,1,1,2016-05-29,60.0
Predrag Radosevic,0,1,0,1,2016-06-04,0.0
Dejan Zlaticanin,1,1,1,1,2017-01-28,0.0
Franklin Mamani,0,1,0,1,2016-06-11,0.0
Xiaojun Qiu,0,2,0,1,2016-06-24,0.0
Jason Sosa,2,2,1,1,2019-11-02,0.0
Dominic Breazeale,0,2,0,2,2016-06-25,0.0
Knockout CP Freshmart,12,0,1,0,,
Julio Mendoza,0,1,0,0,,
Isaac Chilemba,0,2,0,0,,
James Dickens,0,2,0,0,,
Keyvin Lara,0,1,0,1,2016-07-20,0.0
Jonathan Guzman,1,1,1,0,,
Shingo Wake,0,1,0,1,2016-07-20,0.0
Oscar Valdez,9,1,4,0,,
Matias Carlos Adrian Rueda,0,1,0,1,2016-07-23,0.0
Marlon Tapales,3,0,2,0,,
Thomas Williams Jr,0,1,0,1,2016-07-29,0.0
Saul Juarez,0,2,0,0,,
Riku Kano,0,1,0,0,,
Jerwin Ancajas,9,2,4,0,,
Karoon Jarupianlerd,0,1,0,1,2016-09-04,0.0
Robert Easter Jr,4,1,0,0,,
Richard Commey,2,2,2,1,2019-12-14,0.0
Keita Obara,0,1,0,1,2016-09-09,0.0
Charlie Edwards,2,1,0,1,2016-09-10,66.66666666666666
Oleksandr Usyk,9,0,3,0,,
Anurak Thisa,0,1,0,1,2016-09-30,0.0
Kiryl Relikh,2,2,0,1,2019-04-27,0.0
BJ Flores,0,1,0,1,2016-10-15,0.0
Hiroshige Osawa,0,1,0,1,2016-11-05,0.0
Prasitsak Phaprom,0,1,0,0,,
Jessie Magdaleno,2,1,1,1,2018-04-28,0.0
Tyron Zeuge,4,1,2,1,2018-07-14,0.0
Jose Antonio Jimenez,0,1,0,1,2016-11-12,0.0
Murat Gassiev,3,1,2,0,,
Artur Akavov,0,2,0,1,2019-01-18,0.0
Julius Indongo,2,1,1,1,2017-08-19,0.0
Joseph Parker,3,1,0,0,,
Andy Ruiz Jr,1,2,1,0,,
Khalid Yafai,6,1,0,1,2020-02-29,0.0
Julian Williams,1,2,0,2,2016-12-10,33.33333333333333
Thabiso Mchunu,0,2,0,1,2016-12-17,0.0
Yutthana Kaensa,0,1,0,1,2016-12-31,0.0
Yukinori Oguni,1,1,0,1,2017-09-13,0.0
Gervonta Davis,12,0,8,0,,
Melvin Jerusalem,1,2,0,0,,
Miguel Berchelt,7,1,5,1,2021-02-20,0.0
Zhanat Zhakiyanov,1,1,0,0,,
Luis Cruz,0,1,0,0,,
David Avanesyan,0,2,0,1,2022-12-10,0.0
Gerald Washington,0,1,0,1,2017-02-25,0.0
Rey Vargas,7,1,0,0,,
Gavin McDonnell,0,2,0,1,2018-10-06,0.0
Jarrett Hurd,4,1,2,0,,
Tony Harrison,1,2,0,2,2017-02-25,33.33333333333333
Carlos Carlson,0,1,0,1,2017-03-02,0.0
Nawaphon Kaikanha,0,1,0,1,2017-03-04,0.0
Jack Culcay,0,1,0,0,,
Mairis Briedis,5,2,1,0,,
Shun Kubo,1,2,0,2,2017-09-03,0.0
Adeilson Dos Santos,0,1,0,1,2017-04-22,0.0
Maksym Bursak,0,1,0,0,,
Charles Hatley,0,1,0,1,2017-04-22,0.0
Shohei Omori,0,1,0,1,2017-04-23,0.0
Narast Aienleng,0,1,0,0,,
Komgrich Nantapech,0,1,0,0,,
Razvan Cojanu,0,1,0,0,,
Suguru Muranaka,0,1,0,0,,
Oscar Escandon,0,1,0,1,2017-05-20,0.0
Daigo Higa,3,1,3,1,2018-04-15,0.0
Kenshiro Teraji,12,1,6,0,,
Angel Acosta,4,3,4,2,2019-06-21,0.0
Ryota Murata,4,3,3,0,,
Liam Walsh,0,1,0,1,2017-05-20,0.0
Felix Diaz,0,1,0,0,,
Ricardo Rodriguez,0,1,0,1,2017-05-21,0.0
Gabriel Mendoza,0,2,0,2,2017-05-27,0.0
Errol Spence Jr,7,0,2,0,,
Omari Kimweri,0,1,0,0,,
Ryan Burnett,3,1,0,0,,
Jeff Horn,2,1,1,1,2018-06-09,0.0
Mark Flanagan,0,1,0,0,,
Rey Loreto,0,1,0,0,,
Robinson Castellanos,0,1,0,0,,
Rober Barrera,0,1,0,1,2017-07-23,0.0
Hiroto Kyoguchi,8,1,3,0,,
Sho Kimura,3,2,3,0,,
Luis Nery,3,1,2,1,2021-05-15,0.0
Ronny Rios,0,2,0,0,,
Francisco Fonseca,0,2,0,1,2017-08-26,0.0
Yoshihiro Kamegai,0,1,0,0,,
Ryuya Yamanaka,2,1,0,0,,
Tatsuya Fukuhara,0,3,0,0,,
Daniel Roman,5,2,2,0,,
David Benavidez,4,0,1,0,,
Ronald Gavril,0,2,0,0,,
Antonio Nieves,0,1,0,0,,
Rangsan Chayanram,0,1,0,1,2017-09-13,0.0
Ryosuke Iwasa,2,2,1,1,2021-04-03,0.0
Genesis Servania,0,1,0,0,,
Jesse Hart,0,2,0,0,,
Yuniel Dorticos,2,2,2,1,2018-02-03,33.33333333333333
Dmitry Kudryashov,0,1,0,1,2017-09-23,0.0
Hughie Fury,0,1,0,0,,
Luke Campbell,0,2,0,0,,
Mike Perez,0,1,0,0,,
Andres Gutierrez,0,1,0,0,,
Jamie Cox,0,1,0,1,2017-10-14,0.0
Terrell Gausha,0,1,0,0,,
Erickson Lubin,0,1,0,1,2017-10-14,0.0
Alberto Machado,3,2,2,2,2019-02-09,0.0
Thomas Masson,0,1,0,1,2017-10-22,0.0
Carlos Takam,0,1,0,1,2017-10-28,0.0
Sho Ishida,0,1,0,0,,
Dmitry Bivol,10,0,2,0,,
Trent Broadhurst,0,1,0,1,2017-11-04,0.0
Sergey Lipinets,1,1,0,0,,
Akihiro Kondo,0,1,0,0,,
Artur Beterbiev,8,0,6,0,,
Enrico Koelling,0,1,0,1,2017-11-11,0.0
Siboniso Gonya,0,1,0,1,2017-11-18,0.0
Jamie Conlan,0,1,0,1,2017-11-18,0.0
Aleksandr Ustinov,0,1,0,0,,
Vyacheslav Shabranskyy,0,1,0,1,2017-11-25,0.0
Oscar Negrete,0,1,0,0,,
Eduardo Ramirez,0,1,0,0,,
Gary Corcoran,0,1,0,1,2017-12-13,0.0
Gilberto Pedroza,0,1,0,1,2017-12-30,0.0
Yoan Boyeaux,0,1,0,1,2017-12-30,0.0
Carlos Buitrago,0,3,0,2,2017-12-31,0.0
Tewa Kiram,0,1,0,1,2018-01-27,0.0
Israel Gonzalez,0,4,0,1,2018-02-03,0.0
Habib Ahmed,0,1,0,1,2018-02-03,0.0
Maxwell Awuku,0,1,0,1,2018-02-10,0.0
Chris Eubank Jr,0,1,0,0,,
Artem Dalakian,7,0,3,0,,
Ryo Matsumoto,0,1,0,0,,
Ernesto Saulong,0,1,0,0,,
Luis Ortiz,0,2,0,2,2018-03-03,0.0
Sullivan Barrera,0,1,0,1,2018-03-03,0.0
Igor Mikhalkin,0,1,0,1,2018-03-03,0.0
Toto Landero,0,1,0,0,,
Brian Carlos Castano,2,1,1,1,2022-05-14,0.0
Cedric Vitu,0,1,0,1,2018-03-10,0.0
Jose Ramirez,5,1,1,0,,
Amir Ahmed Imam,0,1,0,0,,
Carlos Canizales,3,1,1,1,2021-05-28,0.0
Reiya Konishi,0,2,0,0,,
Moises Calleros,0,2,0,1,2020-10-23,0.0
Yonfrez Parejo,0,1,0,0,,
Cristofer Rosales,2,2,2,1,2019-12-20,0.0
Emanuele Blandamura,0,1,0,1,2018-04-15,0.0
Isaac Dogboe,2,3,2,1,2019-05-11,0.0
Leroy Estrada,0,1,0,1,2018-05-02,0.0
Emmanuel Rodriguez,2,1,0,1,2019-05-18,0.0
Azat Hovhannisyan,0,1,0,0,,
Jaime Munguia,6,0,3,0,,
Josh Warrington,5,1,1,0,,
Joseph Diaz,2,2,0,0,,
Vince Paras,0,1,0,0,,
Jonas Sultan,0,1,0,0,,
Maurice Hooker,3,1,1,1,2019-07-27,0.0
Moises Flores,0,1,0,0,,
Carlos Ocampo,0,1,0,1,2018-06-16,0.0
Roamer Alexis Angulo,0,2,0,0,,
Hizni Altunkaya,0,1,0,0,,
Rocky Fielding,1,1,1,1,2018-12-15,0.0
Muhammad Waseem,0,2,0,0,,
Bin Lu,0,1,0,1,2018-07-15,0.0
Rafael Mensah,0,1,0,0,,
Froilan Saludar,0,1,0,1,2018-07-27,0.0
Masayuki Ito,2,1,1,0,,
Christopher Diaz,0,2,0,1,2021-04-24,0.0
Tevin Farmer,5,1,1,0,,
Eleider Alvarez,1,1,1,0,,
Jesus M Rojas,0,2,0,0,,
TJ Doheny,2,1,1,0,,
Paddy Barnes,0,1,0,1,2018-08-18,0.0
Pedro Taduran,1,3,0,0,,
Antonio Orozco,0,1,0,0,,
Brandon Cook,0,1,0,1,2018-09-15,0.0
Callum Smith,3,1,2,0,,
Callum Johnson,0,1,0,1,2018-10-06,0.0
Hiram Irak Diaz,0,1,0,0,,
Mikhail Aloyan,0,1,0,0,,
Abraham Rodriguez,0,1,0,1,2018-10-13,0.0
Jose Benavidez Jr,0,1,0,1,2018-10-13,0.0
Jason Moloney,1,2,0,1,2020-10-31,50.0
Rob Brant,2,1,1,1,2019-07-12,0.0
Walter Kautondokwa,0,1,0,0,,
James Tennyson,0,1,0,1,2018-10-20,0.0
Sergiy Derevyanchenko,0,3,0,0,,
Yuandale Evans,0,1,0,1,2018-10-27,0.0
Ivan Baranchyk,1,1,0,0,,
Anthony Yigit,0,1,0,0,,
Randy Petalcorin,0,2,0,2,2018-10-29,0.0
Alex Saucedo,0,1,0,1,2018-11-16,0.0
Oleksandr Gvozdyk,2,1,2,1,2019-10-18,0.0
Carlos Licona,1,1,0,1,2019-02-16,0.0
Mark Anthony Barriga,0,2,0,0,,
Jason Welborn,0,1,0,1,2018-12-01,0.0
Emanuel Navarrete,11,0,7,0,,
Gregorio Lebron,0,1,0,1,2018-12-15,0.0
Evgeny Chuprakov,0,1,0,1,2018-12-30,0.0
Masahiro Sakamoto,0,1,0,1,2018-12-31,0.0
Caleb Plant,4,1,2,0,,
Jose Uzcategui,0,1,0,0,,
Ryohei Takahashi,0,1,0,1,2019-01-18,0.0
Nordine Oubaali,3,1,0,1,2021-05-29,0.0
Xu Can,3,1,1,0,,
Takeshi Inoue,0,1,0,0,,
Carmine Tommasone,0,1,0,1,2019-02-02,0.0
Isa Chaniev,0,1,0,1,2019-02-02,0.0
Franklin Manzanilla,0,1,0,0,,
Andrew Cancio,2,1,2,0,,
Khasan Baysangurov,0,1,0,1,2019-02-15,0.0
Rafael Rivera,0,1,0,0,,
DeeJay Kriel,1,1,1,1,2021-01-02,0.0
Avni Yildirim,0,2,0,0,,
Masataka Taniguchi,2,2,0,0,,
Joe Smith Jr,2,2,1,0,,
Mikkel LesPierre,0,1,0,0,,
Yordenis Ugas,2,2,0,0,,
Jono Carroll,0,1,0,0,,
Angel Moreno,0,1,0,0,,
Doudou Ngumbu,0,1,0,1,2019-03-30,0.0
Dennis Hogan,0,2,0,1,2019-12-07,0.0
Stephon Young,0,1,0,1,2019-04-27,0.0
Regis Prograis,3,1,2,0,,
Radivoje Kalajdzic,0,1,0,1,2019-05-04,0.0
Ryuichi Funai,0,1,0,0,,
Josh Taylor,5,1,1,0,,
Shefat Isufi,0,1,0,0,,
Jamel Herring,4,1,1,0,,
Jason Sanchez,0,1,0,0,,
Andrew Tabiti,0,1,0,1,2019-06-15,0.0
Kid Galahad,1,2,0,0,,
Sarawut Thawornkham,0,1,0,1,2019-06-15,0.0
Tanawat Nakoon,0,1,0,0,,
Aston Palicte,0,1,0,1,2019-06-19,0.0
Elwin Soto,4,1,2,0,,
Brandon Adams,0,1,0,0,,
